gid,nse_gauged,nse_ung_raw,nse_ung_now,chalk,gauge_name,pen_raw,pen_now,nse_ung_sim,pen_sim,nse_ung_trust,pen_trust
31023,0.6378710865974426,0.486157476902008,0.449036180973053,False,West Glen at Easton Wood,0.1517136096954346,0.1888349056243896,0.4248382449150085,0.213032841682434,0.49524128437042236,0.14262980222702026
32003,0.7240424752235413,0.6984940767288208,0.7606992721557617,False,Harpers Brook at Old Mill Bridge,0.0255483984947204,-0.0366567969322204,0.7087734937667847,0.0152689814567565,0.7142415046691895,0.009800970554351807
32004,0.8115738034248352,0.7912139296531677,0.8642247915267944,False,Ise Brook at Harrowden,0.0203598737716674,-0.0526509881019592,0.8488444089889526,-0.0372706055641174,0.8378801345825195,-0.026306331157684326
32006,0.8484240174293518,0.7936093807220459,0.8023924827575684,False,Nene/Kislingbury at Upton Total,0.0548146367073059,0.0460315346717834,0.8175749182701111,0.0308490991592407,0.8344098329544067,0.014014184474945068
32008,0.8663110136985779,0.8598974943161011,0.9204238057136536,False,Nene/Kislingbury at Dodford,0.0064135193824768,-0.0541127920150756,0.9314694404602052,-0.0651584267616272,0.9229141473770142,-0.05660313367843628
33006,0.550249457359314,0.4147167801856994,0.5217338800430298,False,Wissey at Northwold Total,0.1355326771736145,0.0285155773162841,0.572224497795105,-0.021975040435791,0.6211799383163452,-0.07093048095703125
33007,0.7580540776252747,0.4768874049186706,0.6814940571784973,False,Nar at Marham,0.281166672706604,0.0765600204467773,0.5969282984733582,0.1611257791519165,0.7613888382911682,-0.0033347606658935547
33012,0.7924656867980957,0.7521377801895142,0.7235327959060669,False,Kym at Meagre Farm,0.0403279066085815,0.0689328908920288,0.7227962017059326,0.069669485092163,0.7228478193283081,0.0696178674697876
33013,0.3194342851638794,0.0180934071540832,0.4762251377105713,False,Sapiston at Rectory Bridge,0.3013408780097962,-0.1567908525466919,0.6193437576293945,-0.2999094724655151,0.5551025867462158,-0.23566830158233643
33014,0.7951651811599731,0.7560969591140747,0.7800382971763611,False,Lark at Temple,0.0390682220458984,0.015126883983612,0.757757842540741,0.0374073386192321,0.8497920036315918,-0.05462682247161865
33018,0.8277930021286011,0.8346025943756104,0.8927790522575378,False,Tove at Cappenham Bridge,-0.0068095922470092,-0.0649860501289367,0.8922673463821411,-0.06447434425354,0.8953298926353455,-0.06753689050674438
